Country;Response_measure;change;date_start;date_end
Lithuania;ClosDaycare;1;16/03/2020;26/04/2020
Lithuania;ClosDaycarePartial;1;27/04/2020;27/05/2020
Lithuania;ClosHigh;1;16/03/2020;24/05/2020
Lithuania;ClosHighPartial;1;25/05/2020;30/06/2020
Lithuania;ClosPrim;1;16/03/2020;24/05/2020
Lithuania;ClosPrimPartial;1;25/05/2020;23/06/2020
Lithuania;ClosPubAnyPartial;1;16/03/2020;NA
Lithuania;ClosSec;1;16/03/2020;31/05/2020
Lithuania;ClosSecPartial;1;01/06/2020;16/06/2020
Lithuania;EntertainmentVenues;1;16/03/2020;26/04/2020
Lithuania;EntertainmentVenuesPartial;1;27/04/2020;17/07/2020
Lithuania;GymsSportsCentresPartial;1;16/03/2020;16/06/2020
Lithuania;IndoorOver100;1;01/06/2020;15/06/2020
Lithuania;IndoorOver1000;1;16/08/2020;31/08/2020
Lithuania;IndoorOver5;1;12/03/2020;31/05/2020
Lithuania;IndoorOver500;1;17/06/2020;31/07/2020
Lithuania;MasksMandatoryAllSpacesPartial;1;30/04/2020;16/06/2020
Lithuania;MasksMandatoryClosedSpaces;1;10/04/2020;13/05/2020
Lithuania;MasksMandatoryClosedSpacesPartial;1;01/08/2020;NA
Lithuania;MasksVoluntaryAllSpaces;1;23/03/2020;09/04/2020
Lithuania;MasksVoluntaryAllSpaces;3;16/06/2020;NA
Lithuania;MassGatherAll;1;12/03/2020;18/03/2020
Lithuania;MassGatherAll;3;01/07/2020;15/08/2020
Lithuania;MassGatherAllPartial;1;19/03/2020;30/06/2020
Lithuania;MassGatherAllPartial;3;16/08/2020;31/08/2020
Lithuania;NonEssentialShops;1;16/03/2020;22/04/2020
Lithuania;NonEssentialShopsPartial;1;23/04/2020;NA
Lithuania;OutdoorOver1000;1;17/06/2020;31/08/2020
Lithuania;OutdoorOver5;1;19/03/2020;08/06/2020
Lithuania;OutdoorOver50;1;09/06/2020;16/06/2020
Lithuania;PlaceOfWorship;1;16/03/2020;26/04/2020
Lithuania;PlaceOfWorshipPartial;1;27/04/2020;16/06/2020
Lithuania;RestaurantsCafes;1;16/03/2020;03/05/2020
Lithuania;RestaurantsCafesPartial;1;04/05/2020;16/06/2020
Lithuania;StayHomeGen;1;16/03/2020;16/06/2020
Lithuania;Teleworking;1;10/03/2020;15/06/2020
Lithuania;TeleworkingPartial;1;16/06/2020;NA
Luxembourg;ClosDaycare;1;16/03/2020;24/05/2020
Luxembourg;ClosHigh;1;16/03/2020;24/05/2020
Luxembourg;ClosPrim;1;16/03/2020;24/05/2020
Luxembourg;ClosPubAnyPartial;1;16/03/2020;NA
Luxembourg;ClosSec;1;16/03/2020;04/05/2020
Luxembourg;ClosSecPartial;1;05/05/2020;26/05/2020
Luxembourg;ClosureOfPublicTransportPartial;1;16/03/2020;08/06/2020
Luxembourg;EntertainmentVenues;1;16/03/2020;10/05/2020
Luxembourg;EntertainmentVenuesPartial;1;11/05/2020;NA
Luxembourg;GymsSportsCentres;1;16/03/2020;29/05/2020
Luxembourg;IndoorOver1000;1;09/03/2020;15/03/2020
Luxembourg;IndoorOver5;1;16/03/2020;11/05/2020
Luxembourg;IndoorOver50;1;12/05/2020;NA
Luxembourg;MasksMandatoryAllSpaces;1;18/03/2020;19/04/2020
Luxembourg;MasksMandatoryAllSpacesPartial;1;22/06/2020;NA
Luxembourg;MasksMandatoryClosedSpacesPartial;1;20/04/2020;NA
Luxembourg;MassGatherAll;1;09/03/2020;15/03/2020
Luxembourg;MassGatherAllPartial;1;16/03/2020;NA
Luxembourg;NonEssentialShops;1;16/03/2020;19/04/2020
Luxembourg;NonEssentialShopsPartial;1;20/04/2020;11/05/2020
Luxembourg;OutdoorOver5;1;16/03/2020;11/05/2020
Luxembourg;OutdoorOver500;1;12/05/2020;31/07/2020
Luxembourg;RestaurantsCafes;1;16/03/2020;29/05/2020
Luxembourg;RestaurantsCafesPartial;1;30/05/2020;NA
Luxembourg;StayHomeOrder;1;18/03/2020;19/04/2020
Luxembourg;StayHomeOrderPartial;1;20/04/2020;11/05/2020
Luxembourg;StayHomeRiskG;1;12/03/2020;NA
Luxembourg;Teleworking;1;13/03/2020;NA
Malta;ClosDaycare;1;13/03/2020;NA
Malta;ClosHigh;1;13/03/2020;30/06/2020
Malta;ClosPrim;1;13/03/2020;30/06/2020
Malta;ClosPubAny;1;18/03/2020;21/05/2020
Malta;ClosPubAnyPartial;1;22/05/2020;NA
Malta;ClosSec;1;13/03/2020;30/06/2020
Malta;EntertainmentVenues;1;18/03/2020;21/05/2020
Malta;EntertainmentVenues;3;17/08/2020;NA
Malta;GymsSportsCentres;1;18/03/2020;02/06/2020
Malta;GymsSportsCentresPartial;1;03/06/2020;NA
Malta;IndoorOver5;1;13/03/2020;NA
Malta;MasksMandatoryClosedSpaces;1;22/05/2020;NA
Malta;MassGatherAll;1;13/03/2020;NA
Malta;NonEssentialShops;1;23/03/2020;21/05/2020
Malta;NonEssentialShopsPartial;1;22/05/2020;NA
Malta;OutdoorOver5;1;13/03/2020;NA
Malta;RestaurantsCafes;1;18/03/2020;21/05/2020
Malta;RestaurantsCafesPartial;1;22/05/2020;NA
Malta;StayHomeRiskG;1;28/03/2020;NA
Malta;Teleworking;1;08/05/2020;NA
Netherlands;AdaptationOfWorkplace;1;11/05/2020;NA
Netherlands;ClosDaycare;1;16/03/2020;10/05/2020
Netherlands;ClosDaycarePartial;1;11/05/2020;08/06/2020
Netherlands;ClosHigh;1;12/03/2020;14/06/2020
Netherlands;ClosHighPartial;1;15/06/2020;01/09/2020
Netherlands;ClosPrim;1;16/03/2020;10/05/2020
Netherlands;ClosPrimPartial;1;11/05/2020;08/06/2020
Netherlands;ClosPubAnyPartial;1;12/03/2020;NA
Netherlands;ClosSec;1;16/03/2020;01/06/2020
Netherlands;ClosSecPartial;1;02/06/2020;30/06/2020
Netherlands;ClosureOfPublicTransportPartial;1;12/03/2020;31/05/2020
Netherlands;EntertainmentVenues;1;12/03/2020;23/03/2020
Netherlands;EntertainmentVenuesPartial;1;24/03/2020;NA
Netherlands;GymsSportsCentres;1;16/03/2020;28/04/2020
Netherlands;GymsSportsCentresPartial;1;29/04/2020;30/06/2020
Netherlands;IndoorOver100;1;12/03/2020;22/03/2020
Netherlands;IndoorOver100;3;01/07/2020;28/09/2020
Netherlands;IndoorOver5;1;23/03/2020;01/06/2020
Netherlands;IndoorOver50;1;02/06/2020;30/06/2020
Netherlands;IndoorOver50;3;29/09/2020;NA
Netherlands;MasksMandatoryClosedSpaces;1;01/06/2020;NA
Netherlands;MasksVoluntaryClosedSpaces;1;30/09/2020;NA
Netherlands;MassGatherAll;1;12/03/2020;30/06/2020
Netherlands;MassGatherAll;3;29/09/2020;NA
Netherlands;MassGatherAllPartial;1;01/07/2020;28/09/2020
Netherlands;OutdoorOver100;1;12/03/2020;22/03/2020
Netherlands;OutdoorOver5;1;23/03/2020;01/06/2020
Netherlands;OutdoorOver50;1;29/09/2020;NA
Netherlands;OutdoorOver500;1;01/07/2020;28/09/2020
Netherlands;PlaceOfWorship;1;16/03/2020;31/05/2020
Netherlands;PlaceOfWorshipPartial;1;01/06/2020;30/06/2020
Netherlands;RestaurantsCafes;1;15/03/2020;31/05/2020
Netherlands;RestaurantsCafesPartial;1;01/06/2020;30/06/2020
Netherlands;RestaurantsCafesPartial;3;29/09/2020;NA
Netherlands;StayHomeGen;1;16/03/2020;10/05/2020
Netherlands;StayHomeGenPartial;1;11/05/2020;01/06/2020
Netherlands;StayHomeRiskG;1;13/03/2020;26/06/2020
Netherlands;Teleworking;1;12/03/2020;NA
Netherlands;WorkplaceClosures;1;23/03/2020;10/05/2020
Norway;ClosDaycare;1;12/03/2020;20/04/2020
Norway;ClosHigh;1;12/03/2020;15/06/2020
Norway;ClosPrim;1;12/03/2020;27/04/2020
Norway;ClosPubAnyPartial;1;12/03/2020;NA
Norway;ClosSec;1;12/03/2020;11/05/2020
Norway;EntertainmentVenues;1;12/03/2020;31/05/2020
Norway;EntertainmentVenuesPartial;1;01/06/2020;15/06/2020
Norway;GymsSportsCentres;1;12/03/2020;15/06/2020
Norway;IndoorOver5;1;12/03/2020;06/05/2020
Norway;IndoorOver50;1;07/05/2020;14/06/2020
Norway;IndoorOver500;1;15/06/2020;NA
Norway;MasksMandatoryClosedSpacesPartial;1;14/08/2020;NA
Norway;MassGatherAll;1;12/03/2020;14/06/2020
Norway;MassGatherAllPartial;1;15/06/2020;NA
Norway;OutdoorOver5;1;12/03/2020;06/05/2020
Norway;OutdoorOver50;1;07/05/2020;14/06/2020
Norway;OutdoorOver500;1;15/06/2020;NA
Norway;RestaurantsCafesPartial;1;12/03/2020;NA
Norway;SocialCircle;1;02/06/2020;NA
Norway;StayHomeRiskG;1;12/03/2020;01/06/2020
Norway;Teleworking;1;10/03/2020;NA
Poland;AdaptationOfWorkplace;1;02/04/2020;NA
Poland;ClosDaycare;1;12/03/2020;06/05/2020
Poland;ClosHigh;1;12/03/2020;24/05/2020
Poland;ClosHighPartial;1;25/05/2020;31/08/2020
Poland;ClosPrim;1;12/03/2020;24/05/2020
Poland;ClosPrimPartial;1;25/05/2020;31/08/2020
Poland;ClosPubAny;1;14/03/2020;31/03/2020
Poland;ClosPubAnyPartial;1;01/04/2020;NA
Poland;ClosSec;1;12/03/2020;24/05/2020
Poland;ClosSecPartial;1;25/05/2020;31/08/2020
Poland;ClosureOfPublicTransportPartial;1;01/04/2020;NA
Poland;EntertainmentVenues;1;14/03/2020;06/06/2020
Poland;EntertainmentVenuesPartial;1;07/06/2020;NA
Poland;GymsSportsCentres;1;14/03/2020;04/06/2020
Poland;GymsSportsCentresPartial;1;05/06/2020;NA
Poland;HotelsOtherAccommodation;1;14/03/2020;04/05/2020
Poland;IndoorOver100;1;06/08/2020;NA
Poland;IndoorOver1000;1;18/06/2020;05/08/2020
Poland;IndoorOver5;1;02/04/2020;03/05/2020
Poland;IndoorOver50;1;14/03/2020;01/04/2020
Poland;IndoorOver500;1;10/03/2020;13/03/2020
Poland;MasksMandatoryAllSpaces;1;16/04/2020;29/05/2020
Poland;MasksMandatoryAllSpacesPartial;1;30/05/2020;NA
Poland;MasksMandatoryClosedSpacesPartial;1;30/05/2020;NA
Poland;MassGatherAll;1;10/03/2020;17/06/2020
Poland;MassGatherAllPartial;1;18/06/2020;NA
Poland;NonEssentialShops;1;14/03/2020;03/05/2020
Poland;NonEssentialShopsPartial;1;04/05/2020;30/05/2020
Poland;OutdoorOver100;1;30/05/2020;16/07/2020
Poland;OutdoorOver100;3;06/08/2020;NA
Poland;OutdoorOver1000;1;10/03/2020;13/03/2020
Poland;OutdoorOver1000;3;17/07/2020;05/08/2020
Poland;OutdoorOver5;1;02/04/2020;29/05/2020
Poland;OutdoorOver50;1;14/03/2020;01/04/2020
Poland;PlaceOfWorshipPartial;1;19/04/2020;30/05/2020
Poland;RestaurantsCafes;1;14/03/2020;17/05/2020
Poland;RestaurantsCafesPartial;1;18/05/2020;29/05/2020
Poland;StayHomeGen;1;20/04/2020;04/05/2020
Poland;StayHomeOrder;1;24/03/2020;19/04/2020
Poland;StayHomeRiskG;1;08/03/2020;NA
Poland;Teleworking;1;08/03/2020;NA
Portugal;ClosDaycare;1;16/03/2020;17/05/2020
Portugal;ClosDaycarePartial;1;18/05/2020;31/05/2020
Portugal;ClosHigh;1;16/03/2020;17/05/2020
Portugal;ClosHighPartial;1;18/05/2020;07/09/2020
Portugal;ClosPrim;1;16/03/2020;14/09/2020
Portugal;ClosPubAny;1;13/03/2020;17/03/2020
Portugal;ClosPubAnyPartial;1;18/03/2020;NA
Portugal;ClosSec;1;16/03/2020;17/05/2020
Portugal;ClosSecPartial;1;18/05/2020;14/09/2020
Portugal;ClosureOfPublicTransportPartial;1;18/03/2020;NA
Portugal;EntertainmentVenues;1;13/03/2020;17/05/2020
Portugal;EntertainmentVenuesPartial;1;18/05/2020;NA
Portugal;GymsSportsCentres;1;15/03/2020;03/05/2020
Portugal;GymsSportsCentresPartial;1;04/05/2020;NA
Portugal;IndoorOver100;1;15/03/2020;02/05/2020
Portugal;IndoorOver50;1;03/05/2020;NA
Portugal;MasksMandatoryClosedSpaces;1;04/05/2020;NA
Portugal;MassGatherAll;1;15/03/2020;NA
Portugal;NonEssentialShops;1;15/03/2020;03/05/2020
Portugal;NonEssentialShopsPartial;1;04/05/2020;NA
Portugal;OutdoorOver100;1;15/03/2020;02/05/2020
Portugal;OutdoorOver50;1;03/05/2020;NA
Portugal;PlaceOfWorship;1;13/03/2020;30/05/2020
Portugal;RestaurantsCafes;1;15/03/2020;17/05/2020
Portugal;RestaurantsCafesPartial;1;18/05/2020;NA
Portugal;StayHomeGen;1;19/03/2020;02/05/2020
Portugal;StayHomeRiskG;1;18/03/2020;NA
Portugal;Teleworking;1;16/03/2020;31/05/2020
Portugal;TeleworkingPartial;1;01/06/2020;NA
Romania;AdaptationOfWorkplace;1;16/03/2020;NA
Romania;ClosDaycare;1;16/03/2020;14/06/2020
Romania;ClosDaycarePartial;1;15/06/2020;14/09/2020
Romania;ClosHigh;1;16/03/2020;14/06/2020
Romania;ClosHighPartial;1;31/08/2020;NA
Romania;ClosPrim;1;16/03/2020;14/06/2020
Romania;ClosPrimPartial;1;15/06/2020;14/09/2020
Romania;ClosPubAny;1;18/03/2020;13/05/2020
Romania;ClosPubAnyPartial;1;14/05/2020;NA
Romania;ClosSec;1;16/03/2020;01/06/2020
Romania;ClosSecPartial;1;02/06/2020;14/09/2020
Romania;EntertainmentVenues;1;18/03/2020;13/05/2020
Romania;EntertainmentVenuesPartial;1;14/05/2020;NA
Romania;GymsSportsCentres;1;18/03/2020;30/05/2020
Romania;GymsSportsCentresPartial;1;31/05/2020;14/06/2020
Romania;HotelsOtherAccommodation;1;18/03/2020;15/05/2020
Romania;IndoorOver5;1;22/03/2020;31/05/2020
Romania;IndoorOver50;1;01/09/2020;NA
Romania;MasksMandatoryClosedSpaces;1;15/05/2020;NA
Romania;MassGatherAll;1;18/03/2020;30/05/2020
Romania;MassGatherAllPartial;1;31/05/2020;NA
Romania;NonEssentialShops;1;22/03/2020;13/05/2020
Romania;NonEssentialShopsPartial;1;14/05/2020;14/06/2020
Romania;OutdoorOver100;1;18/03/2020;21/03/2020
Romania;OutdoorOver100;3;15/06/2020;NA
Romania;OutdoorOver5;1;22/03/2020;14/06/2020
Romania;PlaceOfWorship;1;18/03/2020;14/05/2020
Romania;PlaceOfWorshipPartial;1;15/05/2020;NA
Romania;RestaurantsCafes;1;18/03/2020;14/06/2020
Romania;RestaurantsCafesPartial;1;15/06/2020;NA
Romania;StayHomeOrder;1;22/03/2020;13/05/2020
Romania;StayHomeOrderPartial;1;14/05/2020;31/05/2020
Romania;StayHomeRiskG;1;25/03/2020;14/05/2020
Romania;Teleworking;1;16/03/2020;14/05/2020
Romania;TeleworkingPartial;1;15/05/2020;NA
Slovakia;ClosDaycare;1;16/03/2020;01/06/2020
Slovakia;ClosHigh;1;12/03/2020;09/06/2020
Slovakia;ClosHighPartial;1;10/06/2020;NA
Slovakia;ClosPrim;1;12/03/2020;01/06/2020
Slovakia;ClosPubAny;1;16/03/2020;20/05/2020
Slovakia;ClosPubAny;3;01/10/2020;NA
Slovakia;ClosSec;1;12/03/2020;01/06/2020
Slovakia;EntertainmentVenues;1;16/03/2020;20/05/2020
Slovakia;GymsSportsCentres;1;16/03/2020;20/05/2020
Slovakia;IndoorOver100;1;28/05/2020;10/06/2020
Slovakia;IndoorOver50;1;09/03/2020;27/05/2020
Slovakia;IndoorOver50;3;01/10/2020;NA
Slovakia;IndoorOver500;1;01/09/2020;30/09/2020
Slovakia;MasksMandatoryAllSpaces;1;12/03/2020;20/04/2020
Slovakia;MasksMandatoryAllSpaces;3;01/10/2020;NA
Slovakia;MasksMandatoryAllSpacesPartial;1;21/04/2020;30/06/2020
Slovakia;MasksMandatoryClosedSpaces;1;01/07/2020;NA
Slovakia;MasksVoluntaryAllSpaces;1;01/07/2020;30/09/2020
Slovakia;MassGatherAll;1;09/03/2020;10/06/2020
Slovakia;MassGatherAll;3;01/09/2020;NA
Slovakia;OutdoorOver100;1;28/05/2020;10/06/2020
Slovakia;OutdoorOver1000;1;01/09/2020;30/09/2020
Slovakia;OutdoorOver50;1;09/03/2020;27/05/2020
Slovakia;OutdoorOver50;3;01/10/2020;NA
Slovakia;RestaurantsCafes;1;16/03/2020;20/05/2020
Slovakia;RestaurantsCafes;3;01/10/2020;NA
Slovenia;ClosDaycare;1;12/03/2020;17/05/2020
Slovenia;ClosHigh;1;12/03/2020;29/05/2020
Slovenia;ClosPrim;1;12/03/2020;17/05/2020
Slovenia;ClosPrimPartial;1;18/05/2020;01/06/2020
Slovenia;ClosPubAny;1;14/03/2020;28/04/2020
Slovenia;ClosPubAnyPartial;1;29/04/2020;NA
Slovenia;ClosSec;1;12/03/2020;31/05/2020
Slovenia;ClosSecPartial;1;01/06/2020;23/06/2020
Slovenia;ClosureOfPublicTransport;1;14/03/2020;04/05/2020
Slovenia;EntertainmentVenues;1;15/03/2020;28/04/2020
Slovenia;EntertainmentVenuesPartial;1;29/04/2020;NA
Slovenia;GymsSportsCentres;1;15/03/2020;17/05/2020
Slovenia;GymsSportsCentresPartial;1;18/05/2020;01/06/2020
Slovenia;IndoorOver100;1;10/03/2020;31/05/2020
Slovenia;IndoorOver50;1;15/06/2020;08/07/2020
Slovenia;IndoorOver500;1;07/03/2020;09/03/2020
Slovenia;IndoorOver500;3;01/06/2020;14/06/2020
Slovenia;MasksMandatoryAllSpaces;1;30/03/2020;01/06/2020
Slovenia;MasksMandatoryClosedSpaces;1;25/06/2020;NA
Slovenia;MasksMandatoryClosedSpacesPartial;1;01/06/2020;24/06/2020
Slovenia;MassGatherAll;1;07/03/2020;08/07/2020
Slovenia;NonEssentialShops;1;15/03/2020;20/04/2020
Slovenia;OutdoorOver5;1;19/03/2020;17/05/2020
Slovenia;OutdoorOver50;1;18/05/2020;31/05/2020
Slovenia;OutdoorOver500;1;10/03/2020;18/03/2020
Slovenia;OutdoorOver500;3;01/06/2020;14/06/2020
Slovenia;RestaurantsCafes;1;15/03/2020;03/05/2020
Slovenia;RestaurantsCafesPartial;1;04/05/2020;18/05/2020
Slovenia;StayHomeOrder;1;19/03/2020;04/05/2020
Slovenia;Teleworking;1;04/03/2020;NA
Slovenia;WorkplaceClosures;1;15/03/2020;04/05/2020
Spain;AdaptationOfWorkplace;1;11/04/2020;NA
Spain;ClosDaycare;1;12/03/2020;27/08/2020
Spain;ClosHigh;1;12/03/2020;27/08/2020
Spain;ClosPrim;1;12/03/2020;27/08/2020
Spain;ClosPubAny;1;14/03/2020;03/05/2020
Spain;ClosPubAnyPartial;1;04/05/2020;NA
Spain;ClosSec;1;12/03/2020;27/08/2020
Spain;EntertainmentVenues;1;14/03/2020;10/05/2020
Spain;EntertainmentVenuesPartial;1;11/05/2020;NA
Spain;GymsSportsCentres;1;14/03/2020;03/05/2020
Spain;GymsSportsCentresPartial;1;04/05/2020;NA
Spain;HotelsOtherAccommodation;1;14/03/2020;31/05/2020
Spain;HotelsOtherAccommodationPartial;1;01/06/2020;NA
Spain;IndoorOver5;1;14/03/2020;01/06/2020
Spain;IndoorOver50;1;02/06/2020;NA
Spain;MasksMandatoryAllSpaces;1;04/08/2020;NA
Spain;MasksMandatoryClosedSpaces;1;04/05/2020;21/05/2020
Spain;MasksVoluntaryClosedSpaces;1;13/03/2020;03/05/2020
Spain;MassGatherAll;1;14/03/2020;NA
Spain;NonEssentialShopsPartial;1;01/10/2020;NA
Spain;OutdoorOver5;1;14/03/2020;01/06/2020
Spain;OutdoorOver50;1;02/06/2020;NA
Spain;PlaceOfWorshipPartial;1;01/10/2020;NA
Spain;RestaurantsCafes;1;14/03/2020;03/05/2020
Spain;RestaurantsCafesPartial;1;04/05/2020;NA
Spain;SocialCircle;1;27/08/2020;NA
Spain;StayHomeGen;1;09/03/2020;13/03/2020
Spain;StayHomeOrder;1;14/03/2020;03/05/2020
Spain;StayHomeOrderPartial;1;04/05/2020;11/05/2020
Spain;StayHomeRiskG;1;12/03/2020;NA
Spain;Teleworking;1;09/03/2020;12/04/2020
Spain;TeleworkingPartial;1;13/04/2020;NA
Sweden;AdaptationOfWorkplace;1;08/07/2020;NA
Sweden;AdaptationOfWorkplacePartial;1;25/03/2020;07/07/2020
Sweden;ClosHigh;1;18/03/2020;15/06/2020
Sweden;ClosPubAny;1;01/07/2020;NA
Sweden;ClosSec;1;18/03/2020;15/06/2020
Sweden;IndoorOver50;1;28/03/2020;NA
Sweden;IndoorOver500;1;12/03/2020;27/03/2020
Sweden;MassGatherAll;1;12/03/2020;NA
Sweden;OutdoorOver50;1;29/03/2020;NA
Sweden;OutdoorOver500;1;12/03/2020;28/03/2020
Sweden;RestaurantsCafes;1;01/07/2020;NA
Sweden;StayHomeGen;1;10/03/2020;NA
Sweden;StayHomeRiskG;1;01/04/2020;NA
Sweden;Teleworking;1;16/03/2020;NA
United Kingdom;ClosDaycare;1;23/03/2020;31/05/2020
United Kingdom;ClosDaycarePartial;1;01/06/2020;01/09/2020
United Kingdom;ClosPrim;1;23/03/2020;31/05/2020
United Kingdom;ClosPrimPartial;1;01/06/2020;01/09/2020
United Kingdom;ClosPubAny;1;16/03/2020;09/05/2020
United Kingdom;ClosPubAnyPartial;1;10/05/2020;NA
United Kingdom;ClosSec;1;23/03/2020;14/06/2020
United Kingdom;ClosSecPartial;1;15/06/2020;01/09/2020
United Kingdom;EntertainmentVenues;1;16/03/2020;02/07/2020
United Kingdom;EntertainmentVenuesPartial;1;03/07/2020;NA
United Kingdom;GymsSportsCentres;1;20/03/2020;12/05/2020
United Kingdom;GymsSportsCentresPartial;1;13/05/2020;09/07/2020
United Kingdom;HotelsOtherAccommodation;1;24/03/2020;02/07/2020
United Kingdom;IndoorOver5;1;24/03/2020;03/07/2020
United Kingdom;IndoorOver5;3;14/09/2020;NA
United Kingdom;IndoorOver50;1;04/07/2020;13/09/2020
United Kingdom;MasksMandatoryClosedSpaces;1;27/07/2020;NA
United Kingdom;MasksVoluntaryClosedSpaces;1;09/06/2020;26/07/2020
United Kingdom;MassGatherAll;1;24/03/2020;NA
United Kingdom;NonEssentialShops;1;23/03/2020;09/05/2020
United Kingdom;NonEssentialShopsPartial;1;10/05/2020;12/06/2020
United Kingdom;OutdoorOver5;1;24/03/2020;27/05/2020
United Kingdom;OutdoorOver5;3;14/09/2020;NA
United Kingdom;OutdoorOver50;1;28/05/2020;13/09/2020
United Kingdom;PlaceOfWorship;1;24/03/2020;18/05/2020
United Kingdom;RestaurantsCafes;1;16/03/2020;02/07/2020
United Kingdom;RestaurantsCafesPartial;1;24/09/2020;NA
United Kingdom;SocialCircle;1;09/09/2020;NA
United Kingdom;StayHomeGen;1;16/03/2020;23/03/2020
United Kingdom;StayHomeOrder;1;24/03/2020;09/05/2020
United Kingdom;StayHomeOrderPartial;1;10/05/2020;04/07/2020
United Kingdom;StayHomeRiskG;1;16/03/2020;05/07/2020
United Kingdom;StayHomeRiskGPartial;1;06/07/2020;01/08/2020
United Kingdom;Teleworking;1;16/03/2020;09/05/2020
United Kingdom;TeleworkingPartial;1;10/05/2020;NA
